22:20:10.497 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
EnvironmentVariable 'GIO_LAUNCHED_DESKTOP_FILE_PID' = '52267'
EnvironmentVariable 'GJS_DEBUG_OUTPUT' = 'stderr'
EnvironmentVariable 'GJS_DEBUG_TOPICS' = 'JS ERROR;JS LOG'
EnvironmentVariable 'GNOME_DESKTOP_SESSION_ID' = 'this-is-deprecated'
EnvironmentVariable 'GNOME_SETUP_DISPLAY' = ':1'
EnvironmentVariable 'GST_PLUGIN_SYSTEM_PATH' = '/app/lib/gstreamer-1.0:/usr/lib/extensions/gstreamer-1.0:/usr/lib/x86_64-linux-gnu/gstreamer-1.0'
EnvironmentVariable 'GTK_MODULES' = 'gail:atk-bridge'
EnvironmentVariable 'HOME' = '/home/olaf'
EnvironmentVariable 'IM_CONFIG_PHASE' = '1'
EnvironmentVariable 'INVOCATION_ID' = 'a3ae3a955c6346b89f3d0f6af6c6e716'
EnvironmentVariable 'JET_ADDITIONAL_DEPLOYED_PACKAGES_FILE_PID_000001AE' = '/home/olaf/Documents/air/robotic_arm/robotic_arm/Library/RiderFlow/2023.1.0.21/Backend~/Plugins/pluginsInfo.xml'
EnvironmentVariable 'JOURNAL_STREAM' = '8:226326'
EnvironmentVariable 'LANG' = 'en_GB.UTF-8'
EnvironmentVariable 'LANGUAGE' = 'en_GB:en'
EnvironmentVariable 'LC_ADDRESS' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_IDENTIFICATION' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_MEASUREMENT' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_MONETARY' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_NAME' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_NUMERIC' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_PAPER' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_TELEPHONE' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_TIME' = 'en_GB.UTF-8'
EnvironmentVariable 'LD_LIBRARY_PATH' = ''
EnvironmentVariable 'LOGNAME' = 'olaf'
EnvironmentVariable 'MANAGERPID' = '31840'
EnvironmentVariable 'MOZ_ENABLE_WAYLAND' = '1'
EnvironmentVariable 'NO_AT_BRIDGE' = '1'
EnvironmentVariable 'ORIGINAL_XDG_CURRENT_DESKTOP' = 'GNOME'
EnvironmentVariable 'PAPERSIZE' = 'a4'
EnvironmentVariable 'PATH' = '/app/bin:/app/bin:/usr/bin'
EnvironmentVariable 'PULSE_CLIENTCONFIG' = '/run/flatpak/pulse/config'
EnvironmentVariable 'PULSE_SERVER' = 'unix:/run/flatpak/pulse/native'
EnvironmentVariable 'PWD' = '/home/olaf'
EnvironmentVariable 'QT_ACCESSIBILITY' = '1'
EnvironmentVariable 'QT_IM_MODULE' = 'ibus'
EnvironmentVariable 'QTWEBENGINE_DICTIONARIES_PATH' = '/usr/share/hunspell-bdic/'
EnvironmentVariable 'RESHARPER_HOST_LOG_DIR' = '/home/olaf/Documents/air/robotic_arm/robotic_arm/Library/RiderFlow/2023.1.0.21/Log/Backend'
EnvironmentVariable 'RESHARPER_HOST_PARENT_PROCESS_PID' = '170'
EnvironmentVariable 'RESHARPER_LOG_CONF' = '/home/olaf/Documents/air/robotic_arm/robotic_arm/Library/RiderFlow/2023.1.0.21/LogConfiguration/backend-log.xml'
EnvironmentVariable 'RIDERFLOW_PATH' = '/home/olaf/Documents/air/robotic_arm/robotic_arm/Assets/Plugins/Editor/JetBrains.RiderFlow'
EnvironmentVariable 'RIDERFLOW_VERSION' = '2023.1.0.21'
EnvironmentVariable 'SANDBOX_LD_LIBRARY_PATH' = ''
EnvironmentVariable 'SANDBOX_LD_PRELOAD' = '/app/bin/../lib/libzypak-preload-host.so:/app/bin/../lib/libzypak-preload-host-spawn-strategy.so'
EnvironmentVariable 'SANDBOX_TMPDIR' = '/home/olaf/.var/app/com.unity.UnityHub/cache/tmp'
EnvironmentVariable 'SBX_CHROME_API_RQ' = '1'
EnvironmentVariable 'SESSION_MANAGER' = 'local/fretka:@/tmp/.ICE-unix/32026,unix/fretka:/tmp/.ICE-unix/32026'
EnvironmentVariable 'SHELL' = '/bin/sh'
EnvironmentVariable 'SHLVL' = '0'
EnvironmentVariable 'SSH_AGENT_LAUNCHER' = 'openssh'
EnvironmentVariable 'SSH_AUTH_SOCK' = '/run/user/1000/keyring/ssh'
EnvironmentVariable 'SYSTEMD_EXEC_PID' = '32044'
EnvironmentVariable 'TMPDIR' = '/home/olaf/.var/app/com.unity.UnityHub/cache/tmp'
EnvironmentVariable 'UNITY_DATADIR' = '/home/olaf/.var/app/com.unity.UnityHub/data'
EnvironmentVariable 'USER' = 'olaf'
EnvironmentVariable 'USERNAME' = 'olaf'
EnvironmentVariable 'WAYLAND_DISPLAY' = 'wayland-0'
EnvironmentVariable 'XAUTHORITY' = '/run/flatpak/Xauthority'
EnvironmentVariable 'XDG_CACHE_HOME' = '/home/olaf/.var/app/com.unity.UnityHub/cache'
EnvironmentVariable 'XDG_CONFIG_DIRS' = '/app/etc/xdg:/etc/xdg'
EnvironmentVariable 'XDG_CONFIG_HOME' = '/home/olaf/.var/app/com.unity.UnityHub/config'
EnvironmentVariable 'XDG_CURRENT_DESKTOP' = 'GNOME'
EnvironmentVariable 'XDG_DATA_DIRS' = '/app/share:/usr/share:/usr/share/runtime/share:/run/host/user-share:/run/host/share'
EnvironmentVariable 'XDG_DATA_HOME' = '/home/olaf/.var/app/com.unity.UnityHub/data'
EnvironmentVariable 'XDG_MENU_PREFIX' = 'gnome-'
EnvironmentVariable 'XDG_RUNTIME_DIR' = '/run/user/1000'
EnvironmentVariable 'XDG_SESSION_CLASS' = 'user'
EnvironmentVariable 'XDG_SESSION_DESKTOP' = 'gnome'
EnvironmentVariable 'XDG_SESSION_TYPE' = 'wayland'
EnvironmentVariable 'XDG_STATE_HOME' = '/home/olaf/.var/app/com.unity.UnityHub/.local/state'
EnvironmentVariable 'XMODIFIERS' = '@im=ibus'
EnvironmentVariable 'ZYPAK_BIN' = '/app/bin'
EnvironmentVariable 'ZYPAK_LIB' = '/app/bin/../lib'
EnvironmentVariable 'ZYPAK_ZYGOTE_STRATEGY_SPAWN' = '1'

22:20:11.499 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable ResetGlobalPerProductLayer (no PID suffix).
22:20:11.499 |V| EnvironmentVariablesUtil      | :1                 | The environment variable ResetGlobalPerProductLayer (no PID suffix) has no value.
22:20:11.499 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable ResetGlobalPerProductLayer_PID_000001AE (PID-specific).
22:20:11.499 |V| EnvironmentVariablesUtil      | :1                 | The environment variable ResetGlobalPerProductLayer_PID_000001AE (PID-specific) has no value.
22:20:11.499 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
22:20:11.513 |V| SettingsLogging               | :1                 | [SettingsStorage(“This computer”)/Core] Loading storage entries for FirstTime.
22:20:11.541 |V| SettingsLogging               | :1                 | [SettingsStorage(“This computer”)/Core] Load completed, no changes applied.
22:20:11.717 |V| ComponentStorage              | :1                 | PostfixTemplates created
22:20:11.717 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: PostfixTemplates”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
22:20:11.719 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.PostfixTemplates" time=1ms. Total: 1.4243ms
22:20:11.719 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[PostfixTemplates]"  value=1ms
22:20:11.719 |V| ComponentStorage              | :1                 | <Measured> "Compose: PostfixTemplates"  time=1ms
22:20:11.748 |V| ShellPerClientComponents      | :1                 | Creating ShellPerClientComponents container for ClientId(Host)
22:20:11.748 |V| ComponentStorage              | :1                 | ShellPerClientComponents[$ClientId(Host)] created
22:20:11.748 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: ShellPerClientComponents[$ClientId(Host)]”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
22:20:11.749 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.ShellPerClientComponents[$ClientId(Host)]" time=0ms. Total: 0.0611ms
22:20:11.749 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[ShellPerClientComponents[$ClientId(Host)]]"  value=0ms
22:20:11.749 |V| ComponentStorage              | :1                 | <Measured> "Compose: ShellPerClientComponents[$ClientId(Host)]"  time=0ms
22:20:11.770 |V| RiderApplicationRuntime       | .NET ThreadPool Worker:19 | Runtime calculation start
22:20:11.777 |V|                               | .NET ThreadPool Worker:19 | GetTargetPlatform Linux IMAGE_FILE_MACHINE_AMD64 IlLibrary, StrongNameSigned PE_64BIT
22:20:11.791 |V| SettingsLogging               | .NET ThreadPool Worker:19 | On the first call to Default Settings, enumerating the default settings providers and organizing them in groupd for delayed execution.
22:20:11.794 |V| LevelDbDriver                 | :1                 | Opening database with DbOpenParams: [
 Url=/home/olaf/.var/app/com.unity.UnityHub/data/JetBrains/Transient/RiderFlow/v223/ShellCaches/Shell
 Subfolder=Db
 ParanoidChecks=False
 OnError=ClearAndRetry
 TakeMutex=True
 OnMutextNotAcquired=OpenIndexed
 SecondaryUrl=/home/olaf/.var/app/com.unity.UnityHub/cache/tmp/JetBrainsPerUserTemp-1000-1/JetBrains/ReSharper.Db.2023-05-23_22-20-11.792
 OnValidationFail=Clear
 ExpectedVersion=2022.3 EAP 9 D:156:net222-qx-fsp-marshallers
 PolymorphicTypes=<len=19>
  (JetBrains.ReSharper.Feature.Services.Resx.i18n.ResxResourceItem, -1941261798)
  (JetBrains.ReSharper.Psi.CSharp.Impl.Dependencies.CSharpUsingsInfo, 1279751249)
  (JetBrains.ReSharper.Psi.VB.Impl.VBUsingsInfo, 202107484)
  (JetBrains.ReSharper.Daemon.CallGraph.CallGraphDataElement, 1837076280)
  (JetBrains.ReSharper.Psi.Asp.Impl.AspUsingsInfo, 1399797158)
  (JetBrains.ReSharper.Plugins.Unity.CacheVersion, 1038214992)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.UnityEvents.UnityEventsDataElement, -1154157181)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.InputActions.InputActionsDataElement, -17833331)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetScriptUsages.AssetScriptUsagesDataElement, 1890337727)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetInspectorValues.AssetInspectorValuesDataElement, -1928911440)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetInspectorValues.InspectorVariableUsage, 341834283)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetInspectorValues.Values.AssetReferenceValue, 85143989)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetInspectorValues.Values.AssetSimpleValue, -817634308)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetInspectorValues.Values.Int2Value, -1085131750)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetHierarchy.AssetDocumentHierarchyElement, -2115648290)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AssetHierarchy.Elements.PrefabModification, -1438556656)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AnimatorUsages.AnimatorUsagesDataElement, -1562130222)
  (JetBrains.ReSharper.Plugins.Unity.Yaml.Psi.DeferredCaches.AnimationEventsUsages.AnimationUsagesDataElement, -2138031391)
  (JetBrains.ReSharper.Plugins.Unity.RiderFlow.Features.FindUsages.AssetUsages.AssetUsagesDataElement, 1744182256)
]
22:20:11.795 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Done processing the list of providers on the first call to Default Settings.
22:20:11.796 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.LiveTemplates.Settings.StoredTemplatesProvider+DefaultLiveTemplates, JetBrains.ReSharper.Feature.Services, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.802 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.LiveTemplates.Settings.StoredTemplatesProvider+DefaultSurroundTemplates, JetBrains.ReSharper.Feature.Services, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.804 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.LiveTemplates.Settings.StoredTemplatesProvider+DefaultFileTemplates, JetBrains.ReSharper.Feature.Services, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.806 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.Feature.Services.Xaml.LiveTemplates.Defaults.DefaultFileTemplates, JetBrains.ReSharper.Feature.Services.Xaml, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.807 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Xml.Defaults.DefaultLiveTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.807 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Xml.Defaults.DefaultSurroundTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.808 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Xml.Defaults.DefaultFileTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.808 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Resx.Defaults.DefaultLiveTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.809 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Resx.Defaults.DefaultFileTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.809 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.CSharp.Defaults.DefaultLiveTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.815 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.CSharp.Defaults.DefaultSurroundTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.816 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.CSharp.Defaults.DefaultFileTemplates, JetBrains.ReSharper.LiveTemplates, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.817 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.VB.Defaults.DefaultLiveTemplates, JetBrains.ReSharper.LiveTemplates.VB, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.818 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.VB.Defaults.DefaultSurroundTemplates, JetBrains.ReSharper.LiveTemplates.VB, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.819 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.VB.Defaults.DefaultFileTemplates, JetBrains.ReSharper.LiveTemplates.VB, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.820 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Html.Defaults.DefaultLiveTemplates, JetBrains.ReSharper.Features.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.823 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Html.Defaults.DefaultSurroundTemplates, JetBrains.ReSharper.Features.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
22:20:11.824 |V| SettingsLogging               | .NET ThreadPool Worker:19 | Delay-executing default settings provider “JetBrains.ReSharper.LiveTemplates.Html.Defaults.DefaultFileTemplates, JetBrains.ReSharper.Features.Web, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/Build/BuildTool/MsbuildVersion/@EntryValue.
